x     I i class
-1.92	3	0	a
-1.914	3	0	a
-1.908	3	0	a
-1.902	3	0	a
-1.896	2	0	a
-1.89	2	0	a
-1.884	3	0	a
-1.878	3	0	a
-1.872	3	0	a
-1.866	3	0	a
-1.86	2	0	a
-1.854	2	0	a
-1.848	2	0	a
-1.842	2	0	a
-1.836	3	0	a
-1.83	2	0	a
-1.824	3	0	a
-1.818	3	0	a
-1.812	2	0	a
-1.806	2	0	a
-1.8	2	0	a
-1.794	2	0	a
-1.788	3	0	a
-1.782	3	0	a
-1.776	3	0	a
-1.77	2	0	a
-1.764	3	0	a
-1.758	3	0	a
-1.752	2	0	a
-1.746	3	0	a
-1.74	3	0	a
-1.734	2	0	a
-1.728	3	0	a
-1.722	2	0	a
-1.716	3	0	a
-1.71	3	0	a
-1.704	2	0	a
-1.698	3	0	a
-1.692	3	0	a
-1.686	3	1	a
-1.68	3	1	a
-1.674	2	1	a
-1.668	3	1	a
-1.662	3	1	a
-1.656	3	1	a
-1.65	3	0	a
-1.644	2	0	a
-1.638	2	0	a
-1.632	2	0	a
-1.626	2	0	a
-1.62	2	0	a
-1.614	2	0	a
-1.608	2	0	a
-1.602	2	0	a
-1.596	3	0	a
-1.59	3	1	a
-1.584	2	1	a
-1.578	2	1	a
-1.572	3	1	a
-1.566	3	0	a
-1.56	2	0	a
-1.554	2	0	a
-1.548	3	0	a
-1.542	2	0	a
-1.536	2	0	a
-1.53	3	0	a
-1.524	2	0	a
-1.518	2	0	a
-1.512	3	0	a
-1.506	3	0	a
-1.5	2	0	a
-1.494	2	0	a
-1.488	3	0	a
-1.482	2	0	a
-1.476	3	0	a
-1.47	2	0	a
-1.464	2	0	a
-1.458	2	0	a
-1.452	2	0	a
-1.446	1	0	a
-1.44	2	0	a
-1.434	3	0	a
-1.428	1	0	a
-1.422	3	0	a
-1.416	3	0	a
-1.41	3	0	a
-1.404	3	0	a
-1.398	2	1	a
-1.392	2	1	a
-1.386	2	1	a
-1.38	2	1	a
-1.374	3	1	a
-1.368	2	1	a
-1.362	3	1	a
-1.356	2	1	a
