x     I i class
-240	2	0	a
-239	2	0	a
-238	2	0	a
-237	2	0	a
-236	2	1	a
-235	2	1	a
-234	2	1	a
-233	2	1	a
-232	2	1	a
-231	2	1	a
-230	2	1	a
-229	2	1	a
-228	2	1	a
-227	3	1	a
-226	2	1	a
-225	2	1	a
-224	2	1	a
-223	2	1	a
-222	2	1	a
-221	3	1	a
-220	2	1	a
-219	2	1	a
-218	2	1	a
-217	3	1	a
-216	2	1	a
-215	2	1	a
-214	3	1	a
-213	2	1	a
-212	2	1	a
-211	3	1	a
-210	2	1	a
-209	2	1	a
-208	2	1	a
-207	2	0	a
-206	3	0	a
-205	2	0	a
-204	2	0	a
-203	2	0	a
-202	3	0	a
-201	2	0	a
-200	2	0	a
-199	2	0	a
-198	1	0	a
-197	2	0	a
-196	2	0	a
-195	3	0	a
-194	3	0	a
-193	2	0	a
-192	2	0	a
-191	2	0	a
-190	2	0	a
-189	3	1	a
-188	2	1	a
-187	3	1	a
-186	2	1	a
-185	2	1	a
-184	3	1	a
-183	2	1	a
-182	2	1	a
-181	2	2	a
-180	2	2	a
-179	2	2	a
-178	2	2	a
-177	2	2	a
-176	2	2	a
-175	2	2	a
-174	2	2	a
-173	2	2	a
-172	2	2	a
-171	3	2	a
-170	3	2	a
-169	2	2	a
-168	2	2	a
-167	2	2	a
-166	3	2	a
-165	3	2	a
-164	2	2	a
-163	3	2	a
-162	2	1	a
-161	3	1	a
-160	3	1	a
-159	3	1	a
-158	3	1	a
-157	3	1	a
-156	3	1	a
-155	3	0	a
-154	2	0	a
-153	3	0	a
-152	2	0	a
-151	3	0	a
-150	2	0	a
-149	2	0	a
-148	3	0	a
-147	2	0	a
-146	2	0	a
-145	2	0	a
-144	2	0	a
-143	2	0	a
-142	2	1	a
-141	3	1	a
-140	3	1	a
-139	2	1	a
-138	3	1	a
-137	3	2	a
-136	2	2	a
-135	3	2	a
-134	2	2	a
-133	2	2	a
-132	3	3	a
-131	3	3	a
-130	3	3	a
-129	3	3	a
-128	2	4	a
-127	2	4	a
-126	2	4	a
-125	2	4	a
-124	3	4	a
-123	2	4	a
-122	2	4	a
-121	3	4	a
-120	3	4	a
-119	3	4	a
-118	3	4	a
-117	3	4	a
-116	3	4	a
-115	3	3	a
-114	3	3	a
-113	3	3	a
-112	4	3	a
-111	3	2	a
-110	3	2	a
-109	3	2	a
-108	3	2	a
-107	3	1	a
-106	3	1	a
-105	3	1	a
-104	3	1	a
-103	3	0	a
-102	3	0	a
-101	3	0	a
-100	2	0	a
-99	2	0	a
-98	3	0	a
-97	3	0	a
-96	2	0	a
-95	2	0	a
-94	2	1	a
-93	2	1	a
-92	2	1	a
-91	3	2	a
-90	3	2	a
-89	3	3	a
-88	3	3	a
-87	3	4	a
-86	3	5	a
-85	3	5	a
-84	3	6	a
-83	3	7	a
-82	4	7	a
-81	4	8	a
-80	5	9	a
-79	5	9	a
-78	5	10	a
-77	6	10	a
-76	5	11	a
-75	6	11	a
-74	6	12	a
-73	6	12	a
-72	6	12	a
-71	7	12	a
-70	6	12	a
-69	6	12	a
-68	7	12	a
-67	6	11	a
-66	7	11	a
-65	7	10	a
-64	6	10	a
-63	5	9	a
-62	5	8	a
-61	5	8	a
-60	5	7	a
-59	5	6	a
-58	4	5	a
-57	3	4	a
-56	4	3	a
-55	3	2	a
-54	2	2	a
-53	3	1	a
-52	2	1	a
-51	3	0	a
-50	3	0	a
-49	3	0	a
-48	5	0	a
-47	4	1	a
-46	6	1	a
-45	7	2	a
-44	9	4	a
-43	10	6	a
-42	13	8	a
-41	14	10	a
-40	17	13	a
-39	19	16	a
-38	22	20	a
-37	26	24	a
-36	30	28	a
-35	34	33	a
-34	39	38	a
-33	46	44	a
-32	50	50	a
-31	56	56	a
-30	62	63	a
-29	68	70	a
-28	76	77	a
-27	83	85	a
-26	91	93	a
-25	97	101	a
-24	105	110	a
-23	111	118	a
-22	122	127	a
-21	128	136	a
-20	139	144	a
-19	146	153	a
-18	157	162	a
-17	166	170	a
-16	170	179	a
-15	178	187	a
-14	183	195	a
-13	196	202	a
-12	200	209	a
-11	207	216	a
-10	217	223	a
-9	221	228	a
-8	227	234	a
-7	223	239	a
-6	233	243	a
-5	237	247	a
-4	241	250	a
-3	246	252	a
-2	244	254	a
-1	245	255	a
0	245	255	a
1	248	255	a
2	243	254	a
3	243	252	a
4	239	250	a
5	234	247	a
6	234	243	a
7	230	239	a
8	227	234	a
9	218	228	a
10	218	223	a
11	211	216	a
12	205	209	a
13	192	202	a
14	189	195	a
15	183	187	a
16	172	179	a
17	165	170	a
18	158	162	a
19	146	153	a
20	140	144	a
21	131	136	a
22	123	127	a
23	114	118	a
24	106	110	a
25	98	101	a
26	90	93	a
27	85	85	a
28	79	77	a
