x     I i class
-1.92	3	0	a
-1.914	3	0	a
-1.908	2	0	a
-1.902	3	0	a
-1.896	3	0	a
-1.89	2	0	a
-1.884	2	0	a
-1.878	3	0	a
-1.872	2	0	a
-1.866	3	0	a
-1.86	2	0	a
-1.854	3	1	a
-1.848	2	1	a
-1.842	3	1	a
-1.836	3	1	a
-1.83	2	1	a
-1.824	3	1	a
-1.818	2	2	a
-1.812	3	2	a
-1.806	3	2	a
-1.8	3	2	a
-1.794	3	2	a
-1.788	2	2	a
-1.782	3	2	a
-1.776	3	2	a
-1.77	2	2	a
-1.764	2	2	a
-1.758	3	2	a
-1.752	3	1	a
-1.746	3	1	a
-1.74	3	1	a
-1.734	3	1	a
-1.728	4	1	a
-1.722	3	0	a
-1.716	3	0	a
-1.71	3	0	a
-1.704	3	0	a
-1.698	4	0	a
-1.692	3	0	a
-1.686	3	0	a
-1.68	3	0	a
-1.674	3	0	a
-1.668	3	0	a
-1.662	3	0	a
-1.656	3	0	a
-1.65	3	0	a
-1.644	2	1	a
-1.638	3	1	a
-1.632	3	1	a
-1.626	3	1	a
-1.62	3	1	a
-1.614	3	1	a
-1.608	3	1	a
-1.602	3	1	a
-1.596	4	0	a
-1.59	3	0	a
-1.584	3	0	a
-1.578	4	0	a
-1.572	3	0	a
-1.566	3	0	a
-1.56	3	0	a
-1.554	4	0	a
-1.548	3	0	a
-1.542	3	0	a
-1.536	4	0	a
-1.53	4	0	a
-1.524	3	0	a
-1.518	3	0	a
-1.512	3	0	a
-1.506	3	0	a
-1.5	3	0	a
-1.494	3	0	a
-1.488	3	0	a
-1.482	3	0	a
-1.476	3	0	a
-1.47	2	0	a
-1.464	3	0	a
-1.458	2	0	a
-1.452	2	0	a
-1.446	2	0	a
-1.44	1	0	a
-1.434	2	1	a
-1.428	3	1	a
-1.422	3	1	a
-1.416	3	1	a
-1.41	3	1	a
-1.404	3	2	a
-1.398	3	2	a
-1.392	3	2	a
-1.386	3	2	a
-1.38	2	2	a
-1.374	2	2	a
-1.368	3	2	a
-1.362	3	2	a
-1.356	3	2	a
